Branch-instructions,Branch-misses,Bus-cycles,Cache-misses,Cache-references,CPU-cycles,Instructions,L1 dcache load misses, L1 dcache loads,L1 dcache stores,L1 icache load misses,LLC-load-misses, LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,class
88363,7024,1146612,7581,203978,779811,272876,2525,92659,93850,7263,4300,12907,4505,13661,7070,61652,0,322,417,1
80825,217,357836,51,403446,1429855,506175,4656,168715,167894,10119,6867,23957,6813,23434,10191,88007,0,554,583,1
38997,3275,356253,2332,253985,932500,321807,1789,87990,87988,9633,5484,16293,5461,16257,4593,40271,1,307,287,1
23906,3176,302180,2413,17093,146729,36819,941,27679,29120,3163,268,2686,410,3359,6946,60100,0,14,3,1
39328,3206,357674,2198,143144,706943,355246,428,20115,21552,2888,3617,17394,3577,16916,8767,76031,0,498,310,1
84322,163,357130,25,145074,707168,357097,359,17633,18820,2389,2423,12412,2366,12434,7052,61366,0,374,285,1
84698,163,357559,25,19572,185779,41781,372,18472,19663,2380,2453,11704,2450,11765,6880,59840,2,3,6,1
84577,160,355620,27,149571,709661,366839,626,25024,26212,3648,2474,10454,2501,10676,7101,61675,2,1354,973,1
6001,1516,122576,1078,145828,706018,353054,338,17424,18615,2255,2102,10068,2136,10268,227,22874,8,2,5,1
17409,4571,360065,3037,19621,230131,40921,2315,150433,154284,3523,2469,10100,2504,10350,7145,62102,1,1121,819,1
38793,3419,356146,2361,16517,126328,36181,2406,150139,153907,4064,20,696,15,601,11441,99047,1,8,7,1
33675,5731,465097,4584,79100,794021,181487,2375,153540,157096,3511,2738,11455,2782,12009,9158,79371,3,1521,1207,1
37746,2975,355812,2216,16882,148505,36392,2283,144835,148630,4641,283,3069,414,3451,8902,77181,3,2,5,1
39503,6628,574083,5170,23493,220807,53223,413,19925,20871,2799,2511,10463,2530,10705,420,25384,14,280,172,1
37759,3121,357184,2379,132262,705383,340734,2406,153228,157003,3572,891,9033,1043,9737,358,98040,34,14,5,1
62024,12256,1070065,9133,16525,133523,35757,824,24488,25678,2777,3678,18117,3637,17678,7130,61983,1,370,206,1
38390,3601,355673,2288,74436,739948,161781,2329,152201,155595,3477,3382,14556,3337,14564,13348,115795,2,24,0,1
49042,9487,623899,5712,53880,465445,117886,5793,152049,149313,17231,2394,10978,2418,11183,7118,61869,0,88,73,1
29408,4702,264171,2205,73838,689816,156323,3421,146063,146409,9025,2220,11845,2253,12132,4911,42561,0,0,0,1
39087,3317,357256,2341,132442,706510,338467,4492,100527,99684,12213,5380,30083,5365,30033,6763,58798,0,1,0,1
5924,1313,110867,961,162096,1163378,354632,2531,110980,111688,8294,3040,12423,3125,12218,7114,61780,1,3,0,1
13407,3146,229711,2055,83975,716392,285000,2395,151991,155055,3537,2369,10916,2373,11209,13438,117092,0,1,0,1
30866,6370,770374,6038,18059,181736,41885,5437,148538,146458,16458,2679,11719,2718,11949,7097,61624,0,1,0,1
160347,28601,1705577,13806,17705,147010,37511,3854,129369,128828,10065,2219,11032,2247,11292,10838,94685,0,0,0,1
44500,8565,621202,5816,146694,706334,361409,2354,78347,77826,7976,2171,10163,2190,10375,6975,61278,0,11,3,1
3715,1031,69307,472,156951,741538,380640,2311,147505,150875,3422,2248,11432,2292,11671,6948,61053,0,4,3,1
13472,40051,2365533,23087,16521,138034,35767,5132,139503,136579,12132,2117,11093,2141,11240,11481,99365,0,3,6,1
3746,1045,71674,466,73987,689527,162227,4294,239889,240175,9641,654,3756,810,4261,9123,78479,1,395,235,1
180136,38346,2154358,20507,58959,442430,123710,2280,149205,152775,3420,2096,9945,2116,10249,4803,41604,1,13,3,1
79674,242,367287,54,16140,138583,34836,2382,155726,159758,3464,2213,10221,2238,10379,6803,59278,2,19,22,1
68077,3181,521413,2554,31244,275606,68567,2066,128235,132391,4222,2714,13944,2762,14167,7119,61964,1,26,7,1
27322,6618,402334,2510,16524,136295,35766,3925,148311,144736,11419,4846,28090,4834,27968,10171,87824,2,19,20,1
164717,161,689637,31,20230,167738,40638,2394,152573,156486,3641,3590,13817,3682,13793,197,22084,7,13,4,1
67799,519,308508,214,18910,156778,38975,2204,142278,145550,3343,2392,10367,2430,10659,7007,61024,1,49,68,1
4612,1250,92141,569,23023,190215,49582,2479,136132,139397,4666,377,3183,527,3487,14488,125542,3,6,6,1
3827,1016,72913,469,23355,210685,52421,350,18076,19268,2302,5020,22338,4992,21886,134,26230,18,424,261,1
3797,1037,63484,445,70539,684890,155311,2087,58801,57978,7282,301,2785,435,3395,7385,62786,2,5,0,1
39253,4112,460036,3593,73573,621277,153948,4128,88739,89310,10109,4070,19365,4193,19765,40043,501002,325,574,382,1
3983,1058,68138,498,16219,142059,35029,2344,151904,155652,3546,2443,10394,2477,10548,2917,62152,7,264,206,1
3694,1012,73665,474,22040,164574,48666,5771,146971,143476,15268,5501,31589,5557,31284,3813,42082,4,16,4,1
8372,2093,172314,1978,16448,147251,36013,355,17588,18777,2230,2610,10412,2641,10572,7003,61007,0,493,327,1
33832,2945,354567,2551,76557,753374,164066,2366,151878,155733,3533,371,2588,535,3359,7669,64966,29,347,244,1
47537,9146,597978,5495,55738,440079,117246,3705,116406,112640,11543,2347,10258,2373,10222,6958,61042,1,7,0,1
32783,5697,342667,2712,16946,136427,36554,330,17487,18928,2289,2320,9602,2354,9863,7829,65591,61,440,257,1
15282,4275,368530,3305,38137,465996,79203,672,20358,21796,2401,337,3136,484,3612,7000,61317,0,5,8,1
72242,15857,956047,8512,148010,705821,360723,2273,142042,145472,3966,345,2645,497,3412,7698,64342,69,2,6,1
3981,1047,71053,485,17110,142220,36835,5206,121865,118479,11979,2265,10999,2316,11308,7053,61311,1,2,6,1
6280,1618,142881,1187,70996,690988,155751,3797,97252,97827,12552,2361,10021,2394,10270,8623,68954,129,21,4,1
37343,3230,356758,2310,62074,476025,132698,3823,145463,145010,11465,2389,10727,2412,11003,7141,62076,1,538,377,1
3810,1038,74620,503,79900,677334,170431,3291,146589,146387,10329,2068,9990,2285,10551,8467,68235,151,6,5,1
33349,3064,356776,2478,16768,129327,36215,7303,196262,258698,32871,338,2731,468,3474,6959,60866,0,272,238,1
5072,1318,89142,585,16518,135376,35914,423,20403,21595,2815,359,2792,484,3590,8221,66191,99,10,2,1
81625,241,366460,49,19310,202187,45216,1878,125513,128600,3063,332,2711,471,3419,143,41084,0,3,6,1
97200,271,420695,88,85396,960304,193376,3969,132154,128532,12595,331,2782,455,3483,1825,51767,159,245,231,1
78948,226,354841,58,16135,139193,35262,5412,194627,195035,15960,276,2774,413,3507,7100,61698,1,19,5,1
81387,215,359997,41,25150,238844,56439,367,18467,19659,2398,634,3352,771,4166,11440,99165,2,20,5,1
85344,130,357539,25,16431,146749,35528,3565,84866,84270,12429,381,4040,521,4745,4871,41968,1,11,3,1
84929,133,359089,26,25800,222776,56031,822,25602,26790,2794,333,2683,486,3363,262,24186,4,13,4,1
82601,185,356250,45,71728,672266,155801,3721,90627,89524,13110,563,3375,703,4161,148,64985,1,19,4,1
84890,135,359819,29,96363,785853,211366,422,19851,21044,2783,5526,24777,5495,24410,120,57071,0,1,5,1
160836,252,693849,66,147933,708826,359135,3747,74915,74807,10516,864,4651,1007,5349,203,51527,1,12,5,1
81935,239,358247,80,159650,1301538,344139,2340,152270,156476,3690,884,4648,1023,5384,573,48195,1,18,3,1
85104,142,358601,23,138039,710068,344376,4410,238549,238956,9932,498,4013,660,4692,6774,59831,0,13,4,1
84973,152,360273,28,136251,938300,279759,2450,147593,151417,4329,324,2873,461,3579,11406,99382,3,21,4,1
140821,301,613224,63,152136,712819,366493,2410,156607,159937,4250,360,2805,501,3498,5570,48205,0,12,5,1
59439,149,250727,40,151556,1236555,328035,400,19675,21113,2740,1130,5282,1272,6039,140,54637,3,14,3,1
38794,3245,355606,2382,145130,706969,353492,331,18402,19591,2343,3665,17675,3625,17108,6807,60254,1,14,4,1
3979,1055,77779,493,140052,1039439,300825,2489,151878,155659,3691,3332,13542,3280,13619,13840,120117,3,5,9,1
84944,148,358322,29,143395,710690,355304,2343,150323,153933,3666,2130,10241,2157,10465,7110,61796,2,2,5,1
146587,946,622481,225,154213,1155673,328749,360,18408,19601,2270,5719,31404,5719,31343,6815,59399,0,4,7,1
82325,251,358530,61,19307,182537,41259,2548,145193,149283,4572,4263,16793,4333,16767,7253,63168,0,4,8,1
11581,2583,161053,845,71088,896015,219400,2419,148578,152005,4439,522,4041,659,4761,11462,99452,0,3,5,1
84706,153,358382,24,16820,143274,36314,2389,146381,149963,3762,2136,11265,2164,11531,4863,42353,0,8,6,1
43183,733,241124,522,98246,892088,222991,2400,150464,154207,4641,333,2684,463,3371,7085,61752,1,12,3,1
85332,191,360302,24,147673,707932,364582,2147,139751,143105,3952,1331,6345,1489,6861,7131,62137,0,560,388,1
84411,1565,438164,861,137222,1024963,295020,357,18049,19245,2383,3673,17634,3619,17055,6771,59552,2,372,314,1
3794,1051,74125,482,16771,141640,35753,334,17482,18676,2260,3460,15299,3428,15323,7116,61899,1,541,464,1
38239,3019,357228,2300,19840,193608,42231,2626,140477,144274,4006,7231,17375,7379,17733,11339,98560,2,181,169,1
31374,5452,465324,3754,16763,145101,35751,6109,168442,165696,15426,935,4722,1087,5446,4389,37494,1,5,5,1
38247,3097,355769,2341,134227,704423,337117,2446,69311,68133,6633,577,3711,530,3858,6822,59111,1,164,141,1
30446,5337,458125,3905,144032,724041,357964,2592,144705,148555,5055,2367,9974,2398,10204,145,26437,4,59,53,1
4429,1218,80732,571,23478,268200,48710,5483,161132,157474,15758,5236,25908,5320,25791,3112,65464,7,49,24,1
40347,3410,356560,2640,150222,711697,366476,3682,152692,152743,10305,4094,18838,4089,18833,2805,61076,13,12,11,1
32091,6659,491686,4696,17116,141590,36829,2981,66239,66091,10624,291,2807,425,3388,3410,66688,9,4,6,1
38665,8313,413259,3606,148281,709739,361169,540,23051,24240,3016,4281,23159,4154,22907,6851,60191,1,162,140,1
38941,7925,401958,3283,145363,711732,359180,353,17452,18642,2265,95,1653,98,1497,7093,61697,0,61,51,1
15822,4215,303700,3014,145359,1067175,309749,2341,154008,157172,3496,850,7766,917,7873,7086,61637,0,59,35,1
3793,1000,72327,472,155255,706405,377281,440,21746,22937,3025,2815,10104,2869,10334,11269,97774,0,11,11,1
3789,1013,70278,492,149098,711169,367861,2318,149220,152766,3441,3508,17900,3552,18047,5002,43124,1,4,3,1
4489,1273,96777,604,129605,706662,338611,5746,150757,147574,16799,337,2792,483,3503,6850,59737,1,14,3,1
3692,1017,72965,470,20413,192018,43544,2069,67678,67214,5632,2324,10249,2351,10508,11008,95646,1,1,7,1
3982,1042,75977,468,16853,134139,37041,2342,144609,147841,3903,975,5040,1130,5753,7015,61342,2,23,3,1
37503,3129,356933,2320,78766,744894,171878,381,20484,21675,2850,5283,24161,5252,23786,11044,97123,1,13,3,1
61344,6337,693787,4631,63539,509381,135684,337,17471,18904,2278,2349,10379,2372,10613,9138,78934,0,13,3,1
36987,3161,358703,2434,149683,708415,362514,2362,143234,146641,4475,2182,10766,2208,11008,4763,41135,0,14,3,1
39075,3251,356681,2471,143041,1082247,309943,2336,152278,155510,3502,617,3371,760,4176,139,22180,5,9,2,1
37893,3234,356240,2305,23276,223488,49886,5146,132752,129861,12921,370,3457,509,4223,128,33729,14,4,5,1
3981,1030,72117,465,74624,815587,162079,2395,150478,154078,3565,788,5109,1062,5941,7066,61448,0,16,3,1
39924,3283,358473,2436,74811,740749,155818,2428,146327,149987,4004,2061,10217,2079,10477,11356,98402,3,558,397,1
37236,3143,357426,2286,16295,144400,35699,2292,147047,150568,4482,319,3052,468,3550,147,26248,9,430,331,1
44565,4096,369967,1944,890483,1939667,1601635,39,785572,793822,744,8842,29236,9048,30052,3310,44095,58,3,0,1
84198,10598,704847,3913,339030,711436,615127,34,343981,350630,362,600,3888,748,4310,6359,66949,117,1,0,1
42745,4525,467685,3131,430655,890174,742102,23,255335,250320,514,2195,12978,2121,12465,4878,31792,25,1,0,1
43909,7898,410874,2578,671806,1438077,1216776,51,330142,337023,676,1427,7554,1408,7541,2421,54658,7,2,0,1
32911,7528,393756,3263,330218,716554,602332,40,443154,437936,1069,3127,13647,3125,13667,7466,67977,90,0,1,1
23574,6321,484712,3965,370796,768655,637312,40,343466,350736,263,327,2736,469,3468,2964,63319,7,122,106,1
39814,3332,356035,2409,339717,716424,615203,26,361326,356324,515,2534,13105,2486,12581,5429,47261,106,1,0,1
33112,6184,475537,3966,635284,1340263,1105819,28,344581,352221,344,2993,13081,2982,13055,3161,65404,14,0,0,1
42632,7302,358734,28,338258,710589,614513,22,366684,361564,509,2312,10579,2345,10840,7031,60692,103,8,0,1
40667,142,357099,24,232254,522259,393892,27,348048,355434,367,2346,10072,2375,10430,3132,64229,5,261,98,1
81171,260,356038,64,329316,719919,599875,74,283109,277541,1199,332,2649,465,3452,5075,42204,100,1,0,1
91695,2572,498286,1387,643165,1327912,1118972,66,330831,338317,818,2382,14713,2322,14099,885,5686,5,2,0,1
36100,1396,209314,755,331143,715773,602122,47,374924,369959,1077,14284,70901,14362,71025,902,5780,4,0,0,1
39847,3368,358931,2420,466921,1005564,808738,34,671595,692410,556,2202,10160,2226,10375,5850,35472,136,93,85,1
29089,5541,413228,3316,344970,758896,629597,32,345217,352192,329,6653,30505,6773,30346,3083,61417,7,0,0,1
80075,266,355801,84,530134,1094508,917297,43,237800,232354,927,2450,10706,2468,10986,5383,46847,92,130,103,1
118308,212,500608,48,329993,709729,601414,32,347921,355401,305,5921,27592,6020,27390,960,5804,10,0,0,1
100807,109,406760,20,430856,1026885,749115,92,758183,753688,1474,335,2757,478,3426,2977,62672,10,1,0,1
104798,124,427007,20,316375,687515,554060,79,370098,377624,780,2358,10021,2373,10156,6184,55046,85,1,0,1
60546,186,262265,66,342366,733103,608254,23,252860,247210,584,5871,28521,5976,28415,2964,64745,14,2,0,1
84599,133,358465,24,357950,776496,628501,57,329608,336704,692,2566,11124,2610,11455,5845,48157,96,2,0,1
121020,125,494338,21,362983,796188,663473,64,447260,442629,1024,6672,29458,6762,29177,920,5675,3,2,0,1
68941,92,287121,21,568644,1152814,980269,56,330068,337471,675,2602,11040,2628,11264,4247,26887,120,1,0,1
139844,1070,630072,400,399018,845222,695724,43,362316,357264,886,6901,30323,12982,56624,3209,20069,33,0,0,1
173312,337,777865,77,468715,967980,825997,35,343145,349956,339,311,3162,448,3509,2956,21033,19,121,109,1
80918,262,356325,67,406414,825581,713237,68,371299,365842,1218,2148,10367,2164,10601,3033,18372,3,2,0,1
101407,114,423024,21,434703,881044,759449,32,343933,351739,303,6489,29514,6605,29374,3138,59651,7,0,0,1
77137,450,364181,137,388098,784942,677395,38,370841,365065,802,2269,9951,2294,10218,6951,68450,83,2,0,1
143000,248,599349,67,361572,772211,635194,36,345583,353187,359,6836,31525,6918,31416,3195,64570,7,0,0,1
85517,140,362424,23,387303,797093,679957,23,354531,348951,544,2347,11628,2384,11886,5283,43727,101,1,0,1
169615,516,761145,143,381829,772938,667199,66,330054,338548,688,6617,29732,6719,29565,908,5779,4,0,0,1
83612,242,359187,49,309174,642877,542286,23,275693,268736,584,2108,10211,2124,10463,4313,27803,144,1,0,1
104732,105,433370,20,327107,724413,595687,31,341476,349398,332,6421,29221,6520,29015,3661,21070,28,7,1,1
155481,231,678028,81,361800,755601,623299,22,437324,431016,605,2210,10243,2233,10478,941,5756,2,1,0,1
84067,164,360339,38,322079,706473,585962,51,332933,339979,646,6036,30257,6131,30104,4907,32722,135,14,0,1
63585,254,415874,67,488623,1045976,849289,42,432568,427752,1020,4110,22099,4228,22463,3920,22903,36,28,2,1
82017,270,361230,65,326574,714750,593123,90,319556,327350,1179,2159,11079,2193,11370,1114,6488,2,0,0,1
60447,80,257504,22,316766,664521,545004,1815,210429,220229,7477,6173,27776,6274,27575,4169,27198,121,2,0,1
80723,203,356721,49,338785,712533,612216,6569,2219294,2212516,27355,2232,11225,2257,11462,3107,19556,36,2,0,1
118175,231,500355,50,479902,1019705,834210,54,333792,340728,733,6321,28128,6427,27945,2749,18888,18,1,0,1
101749,110,411710,20,327521,721383,596636,44,369642,365121,970,528,3536,677,4103,2015,15544,7,2,0,1
95774,150,405307,34,511024,1059450,884140,34,345293,352757,321,307,2791,454,3548,2666,17867,1,1,0,1
57012,116,243098,30,338620,711490,612280,29,344237,351158,372,2215,11900,2245,12245,924,5643,2,0,0,1
84713,123,357819,27,470373,1003419,817978,142,2629625,2624315,2044,4949,23456,5023,23291,4516,28665,120,0,0,1
54641,146,373700,42,338566,711821,614291,98,321366,329004,881,309,2688,446,3477,3046,19307,33,0,0,1
81330,195,357940,46,362951,754724,623976,23,385361,379020,634,2277,11806,2257,11933,2853,19140,20,1,1,1
90687,195,396992,37,338457,711730,613845,34,343937,351415,287,5410,23777,5527,23533,2456,15796,10,2,0,1
80937,248,356273,69,352068,767265,606480,57,516284,511487,943,319,2668,457,3370,1111,6585,4,1,0,1
85582,160,363036,27,328631,707118,594036,37,386181,393562,784,2225,10527,2208,10754,3057,62981,6,1,0,1
163775,153,677071,20,343063,766070,596788,92,614972,610509,1094,4831,24309,4807,23925,6800,48449,322,0,0,1
85098,134,359017,26,340472,716829,617701,39,344730,351684,329,2158,10312,2191,10558,6887,54165,117,0,0,1
122064,121,509608,20,380620,790603,656085,116,329359,336316,811,4824,23615,4798,23215,910,5529,2,0,0,1
91951,283,396821,79,336716,720359,610780,28,480147,474178,506,2209,11179,2231,11413,5306,34590,223,6,0,1
85558,200,380485,53,209430,733611,574795,46,260376,261325,530,5437,24511,5571,24324,3158,63216,14,1,0,1
84677,143,357164,26,339240,711231,615636,38,344199,350016,347,297,2927,446,3389,924,5726,2,9,1,1
91854,175,403226,49,363476,759483,626534,22,504212,500298,590,3462,16286,3439,15706,8987,66118,294,1,0,1
82521,212,371447,50,324165,715689,589997,74,662308,673458,554,2159,10429,2101,10411,1106,6539,5,0,0,1
540716,1011,2269072,273,360312,752459,620359,56,327193,334128,605,1601,9596,1616,9713,9479,69703,279,19,1,1
103417,242,449452,60,622941,1322564,1120144,335,17422,18863,2366,1543,8136,1530,8014,3113,64141,11,18,1,1
39224,61,161417,20,337816,709151,611654,2143,64065,63315,8255,2795,9444,2802,9443,1190,6980,12,1,0,1
274512,422,1223459,43,438331,947596,761446,133,314490,321945,1333,2355,10649,2393,10910,3100,63518,6,11,1,1
84417,133,355966,26,323949,711093,588224,28,571548,565905,524,5291,24034,5413,23863,9051,68150,318,16,1,1
105862,122,442236,20,477661,1012585,830065,44,263505,263774,534,2235,10439,2287,11391,8766,80633,273,0,0,1
81755,226,355122,68,330065,716183,598718,59,332000,339729,711,3755,20542,3778,19646,4921,34264,211,0,0,1
107948,126,451442,20,352352,778795,608640,52,329434,334929,748,409,3715,551,4307,225,84112,0,1,0,1
84772,129,358726,24,338256,711916,614824,24,567420,564156,511,3488,17370,3464,16845,1223,7474,4,2,0,1
87173,107,369698,20,354097,784045,609589,117,215261,214595,1466,1701,9331,1645,9302,35471,281193,1643,4,0,1
84639,141,355567,24,331946,715922,603528,32,342303,349415,336,3011,16284,3061,16311,3174,64866,8,1,0,1
58556,745,2037340,146,402613,865585,696352,66,500047,495036,1460,1934,8891,1925,8879,10495,85875,307,4,0,1
80962,259,362954,98,321911,707663,585333,31,343642,350614,307,1993,7501,1936,7469,4653,40510,210,3,0,1
614102,595,2518426,81,349402,728298,603045,21,386146,380997,601,2199,10565,2230,10853,903,5644,5,0,0,1
85114,145,359457,26,324957,712645,590101,33,342344,348529,359,4892,24332,4878,24312,6985,45947,247,0,0,1
53956,72,226693,58,431237,896306,746049,67,360193,367970,765,4017,20276,4128,20094,912,5690,4,1,0,1
81058,234,359909,53,334455,746331,607298,24,455055,449151,680,2476,10109,2514,10340,5359,32019,234,0,0,1
113734,235,484832,94,298411,646538,510109,32,344562,351060,269,5050,24848,5097,24757,1665,11082,43,2,0,1
103419,101,417570,21,278783,724554,521652,52,331510,337676,670,3414,18144,3467,18005,9530,63492,276,2,0,1
93871,253,410817,61,454281,1018358,787694,77,332015,340089,966,302,2978,447,3507,3702,61561,19,1,0,1
106626,108,432396,21,406921,824054,711232,60,479041,473297,847,2164,12846,2109,12359,7131,61752,2,2,0,1
102675,116,421134,20,392548,795846,688133,46,748106,748259,407,1463,6882,1439,6894,7157,62001,1,25,4,1
50941,63,206369,20,332715,729974,587038,34,343712,350791,365,1052,6342,1051,6331,9077,72856,185,35,1,1
84640,137,356610,24,335850,706113,609253,56,498669,493121,994,2655,11048,2655,11031,160,54195,16,2,0,1
506708,747,2134510,365,453057,938735,786185,106,315308,323497,1131,2266,10912,2323,11244,1174,50681,119,2,0,1
84117,117,355458,27,338469,709871,611598,22,582173,576631,532,342,2779,486,3462,6005,45677,201,0,0,1
62968,79,263551,21,434085,912082,752090,45,252689,251811,547,2175,12545,2098,12028,7123,61955,1,2,0,1
159773,203,688490,67,337074,709750,608253,51,331540,338003,675,1439,6899,1429,6906,314,25769,14,0,0,1
84176,151,357674,27,453697,944868,790873,44,477008,472377,973,1930,9433,1947,9463,2152,44682,149,1,0,1
119397,139,499527,20,328738,708400,594510,38,343810,350940,317,2374,10952,2363,10946,6870,59427,1,1,0,1
80761,217,356458,52,431219,895037,749934,59,486504,481368,912,1201,6230,1368,6749,7130,61844,1,1,0,1
91248,107,383076,20,339256,711424,614177,29,342547,350009,367,2197,12858,2067,12298,8553,69158,155,0,0,1
78651,280,356259,75,434345,904683,753004,37,345599,352363,266,755,4150,931,4977,7128,62063,0,1,0,1
91678,185,403192,42,339085,711465,613301,75,331023,337950,690,332,3061,469,3564,9119,71240,183,0,0,1
80920,216,357634,64,469042,993503,813727,39,338874,345761,521,2142,13424,2061,12841,6910,59889,3,1,0,1
110929,135,464657,21,337436,708255,611386,24,657568,653364,595,2214,10891,2247,11117,6827,59646,2,0,0,1
82967,175,357343,39,2180359,4527366,3815575,2405,152035,156049,3531,2199,10317,2229,10467,9487,74643,181,0,0,1
66509,76,280414,21,320321,709431,582863,365,19339,20526,2737,2211,10705,2254,10978,150,86582,0,2,0,1
85886,225,406249,69,2496034,5135348,4364844,2366,150844,154713,3499,4730,24396,4807,24279,2465,92977,170,1,0,1
118461,258,501719,54,339256,711299,615050,2222,153210,157530,4234,2390,11613,2420,11800,150,86509,0,1,0,1
73910,1280,358725,230,244070,560012,416377,695,18860,19728,2361,4858,25426,4939,25272,2368,94784,152,0,0,1
63840,87,267067,21,339487,712131,616219,3513,82632,82002,12980,2236,11569,2264,11789,146,86239,0,0,0,1
81957,322,381623,76,1079672,2283711,1886777,2274,151179,154463,3360,3947,22444,4039,22410,240,83572,0,2,0,1
75169,6996,953427,8090,407067,1557397,535855,27,599112,612099,489,42,658,43,771,233,83516,1,0,0,1
56892,4658,702565,5597,498342,1812852,630265,56,682640,672411,1225,258,2111,257,1941,114,124764,0,0,0,1
41406,2933,477870,3427,268598,1006117,345207,27,496041,495336,551,46,1760,46,1758,95,99659,0,0,0,1
56513,5085,713155,4958,280175,1072438,355770,109,452918,453512,1563,289,2252,291,2269,316,92454,0,0,0,1
38497,3159,467912,3124,16522,141349,35739,29,344601,351303,348,47,1505,47,1487,101,91725,0,0,0,1
41647,3135,471583,4014,59294,548879,133216,43,549704,545584,1653,11,516,12,604,165,85004,0,0,0,1
61430,4954,795178,5282,86333,692370,180835,21,330931,330046,595,211,5328,211,5191,230,165642,0,0,0,1
56688,4185,694827,4934,153629,710364,371218,33,344816,351723,361,32,2657,28,2654,231,66331,0,0,0,1
3766,1027,72733,480,186624,1074137,378971,94,595204,591002,2447,18,508,17,604,208,82140,0,0,0,1
25286,5652,455730,3854,87814,663190,168593,21,341731,341307,758,237,4191,233,4087,125,133928,0,0,0,1
11836,3039,180988,1500,236578,1358723,554655,34,345676,353361,277,22,4089,27,4038,167,128769,0,0,0,1
37766,3243,356756,2297,181450,1189193,338611,24,474810,469404,1088,67,676,66,761,134,86525,0,0,0,1
40036,5094,493363,3209,16512,136210,35551,77,411884,412021,1814,15,3365,16,3224,245,132102,0,1,0,1
19534,3826,295936,2361,61686,565039,137830,71,331227,340090,878,231,4393,231,4428,225,146332,0,0,0,1
38949,3188,357432,2252,82795,618611,173481,48,535346,528248,1213,11,555,8,625,181,84898,0,3,0,1
38959,5032,496203,3536,143358,703097,356877,26,430829,430327,867,30,4193,37,4306,135,130128,0,0,0,1
21258,4220,325805,2474,193618,958603,374915,33,342131,349490,330,267,3993,264,3755,169,101107,0,0,0,1
40130,3269,356847,2293,101892,656509,199613,24,473454,468107,846,60,740,58,831,133,86359,0,0,0,1
40390,5800,559409,3784,148342,713371,363965,61,427678,427945,1524,33,5020,36,4912,135,138702,0,0,0,1
18573,3179,250144,2027,175914,950236,362929,35,342723,350306,312,265,3113,264,3075,229,104203,0,0,0,1
38365,3090,357438,2102,116589,767036,213384,41,450316,444537,1232,9,502,12,577,212,83018,0,0,0,1
39157,5084,499988,2913,127591,738203,331792,26,387397,387603,1123,221,4775,221,4670,148,135166,0,0,0,1
19471,3732,299830,2371,169472,964737,351555,22,177940,176950,369,119,4067,119,4050,184,120611,0,0,0,1
37895,3137,358665,2186,106541,544928,185568,60,337144,343737,601,14,512,9,593,128,86402,0,0,0,1
38381,4834,494327,3036,148547,708903,360853,109,607881,602614,1599,807,8180,809,8058,352,185607,0,9,10,1
21277,4086,317918,2465,145237,957843,316717,27,409852,410348,745,324,3969,325,3955,103,96997,0,0,0,1
38007,2966,359384,2207,173910,962915,340669,32,342557,350249,275,14,522,10,583,128,86707,0,0,0,1
40217,5525,562697,3210,147895,710022,357243,36,496145,489997,1256,225,5096,224,4954,135,141214,0,0,0,1
18432,3341,267113,2159,189943,975512,405229,33,427350,427874,988,208,3563,212,3571,323,134769,0,0,0,1
3772,1011,74317,469,110763,755420,186798,52,335173,341364,619,187,821,187,910,130,86848,0,0,0,1
16666,3765,304693,2641,140458,711887,351840,65,585062,580755,1730,22,3731,25,3592,207,128389,0,5,7,1
16037,3832,268680,2299,196328,968908,383117,30,400979,400195,731,519,5341,519,5352,232,131115,0,6,3,1
39451,3319,357360,2435,98293,723553,198607,56,332063,338768,708,1296,3589,1296,3685,346,84028,0,0,0,1
37634,4906,499154,3344,309715,712644,565800,63,584724,579706,1566,21,3527,19,3375,132,131401,0,0,0,1
20597,4156,324683,2648,498685,1094398,863075,26,416862,416669,715,258,3296,317,3313,202,115845,0,0,0,1
4037,1068,73725,458,359533,784740,627456,35,345678,352556,310,293,1001,290,1125,130,167694,0,0,0,1
16829,3724,299679,2408,143413,728789,356540,89,512571,507063,1689,26,3394,27,3218,289,229887,0,0,0,1
16382,4054,296267,2163,205577,1035232,395275,30,411876,411881,954,356,3980,356,3984,125,86805,0,0,0,1
38970,3136,360289,2336,105545,816864,235171,33,345248,352714,307,12,538,12,611,116,118365,0,1,0,1
39049,4967,502209,3250,19699,151858,39010,85,454960,449539,1709,36,6575,37,6475,178,80203,0,0,0,1
19835,3801,302382,2434,58574,556084,128777,31,480262,479460,1059,11,268,7,235,138,86530,0,0,0,1
39537,3494,357654,2498,117384,840404,231747,77,798456,811608,1095,60,740,59,825,207,126489,0,0,0,1
37042,4981,498750,3143,19658,175899,41918,30,732254,720950,1456,35,7544,41,7412,99,105120,0,0,0,1
22344,4294,330768,2806,63085,569322,143094,32,343413,350947,337,275,1087,274,1163,118,85912,0,0,0,1
39955,3387,355583,2430,81453,621558,166695,45,480623,475377,1383,26,5874,32,5738,332,156954,0,0,0,1
43020,5980,589822,3613,138028,711682,343598,22,393324,392452,834,157,1037,161,1018,76,66382,0,0,0,1
18907,3598,275829,2241,192053,974994,375060,33,341669,349047,315,18,3239,18,3240,283,80925,1,0,0,1
