Branch-instructions,Branch-misses,Bus-cycles,Cache-misses,Cache-references,CPU-cycles,Instructions,L1 dcache load misses, L1 dcache loads,L1 dcache stores,L1 icache load misses,LLC-load-misses, LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,class
4879,701,33057,24,21404,147792,49591,62,20373,20571,1007,180,4907,184,4963,645,7530,3,0,0,0
4855,715,33388,24,22593,153787,52096,25,16386,16188,1194,1283,7366,1317,7354,724,7198,0,0,0,0
4856,718,33647,24,17545,87976,41684,37,17665,17665,713,1116,6029,1112,6092,604,6559,0,0,0,0
5612,783,56393,38,17545,80192,41679,37,18818,18818,558,916,5374,913,5281,622,6684,0,0,0,0
4856,718,35706,32,17835,101057,42377,28,17760,17760,158,787,5724,781,5712,849,8438,0,0,0,0
4769,708,35810,24,18083,111603,43287,22,16536,16536,150,511,4929,494,4938,757,8431,0,0,0,0
5107,763,38192,24,20432,122801,47520,32,17677,17676,381,420,5774,413,5827,619,7778,0,0,0,0
5194,773,38394,24,17533,82436,44414,23,17298,17298,376,585,6327,608,6311,783,8854,0,0,0,0
8703,1738,117626,639,17618,88143,39128,53,19898,19898,1151,667,4882,684,4856,640,7230,0,0,0,0
5728,844,54265,123,16397,81535,38949,57,21287,21287,767,1025,5196,1014,5209,665,7230,0,0,0,0
5661,825,44135,48,20135,135561,46551,28,16674,16674,148,639,5599,608,5639,703,8063,0,0,0,0
4855,722,34345,29,28740,226625,71716,25,16601,16601,564,102,6208,97,6139,652,7296,0,0,0,0
5171,747,46538,43,22595,127363,47833,24,16531,16531,1141,167,4406,187,4446,614,7264,0,0,0,0
6219,1162,77049,292,18754,97848,44590,24,15872,15872,1580,485,4626,486,4608,663,8011,0,0,0,0
5285,783,38454,27,21646,158670,52883,35,15925,16138,158,810,5104,815,5109,607,6436,0,0,0,0
5217,781,48267,64,18754,77040,41856,34,18991,18778,882,654,4574,664,4550,645,7231,0,0,0,0
5522,866,51801,43,18673,79412,44410,24,17662,17661,161,2337,9221,2373,9374,693,7687,0,2,0,0
5192,711,41634,24,20169,123578,47137,26,17660,17661,153,1060,5412,1022,5345,665,7231,0,0,0,0
4855,724,38131,24,17682,75434,42031,22,16522,16522,146,709,4832,703,4732,741,8397,0,0,0,0
4856,727,35568,40,17682,75709,42033,25,16605,16605,366,577,4967,587,5019,771,9158,0,0,0,0
6008,855,57319,63,16396,117403,42561,1243,49432,49186,5247,768,5116,760,5077,2937,24025,3,0,0,0
5873,802,49510,56,22033,109373,47225,4277,104654,104952,10919,676,4959,679,4953,705,7646,0,0,0,0
5226,757,38044,34,22807,171936,55347,4584,150926,152094,10866,1137,6269,1145,6300,666,7068,0,0,0,0
33807,3153,373993,2247,69197,758934,174976,34,13744,13617,563,3234,12496,3290,12731,5344,38190,386,24,8,0
39624,5497,562174,3145,90384,1136125,215210,30,17373,18294,1794,4534,26653,4623,26703,58254,468053,4006,30,20,0
28998,6030,496503,2456,68510,961072,163547,1976,86579,85565,6625,3266,23553,3153,23608,7049,46929,421,63,6,0
38780,6558,472906,3392,72700,1027699,178473,1038,26548,26641,3161,2078,32007,2067,31621,6805,46735,420,45,1,0
39475,5307,443576,4847,70542,893752,169688,134,19820,19820,2957,2762,23259,2772,23500,6293,41416,411,141,5,0
27840,2960,487560,3078,62441,892714,147752,41,15385,15826,2150,2336,33781,2370,33910,4444,60990,281,85,48,0
32535,5219,466794,2655,76475,872882,194642,27,15822,15381,1550,4434,30558,4637,30937,4026,63239,158,120,57,0
61293,4734,454683,2866,63512,913578,128391,46,18444,18279,1896,2772,24945,2529,24699,3818,79585,157,71,48,0
28604,4468,488718,2799,63468,965659,153969,30,14220,15306,1878,2584,25742,2557,25402,3907,72296,154,83,62,0
37542,6450,480603,2515,84247,978552,199858,200,18728,17407,2403,1604,21403,1604,21301,3989,77423,150,40,7,0
41852,7111,522409,3159,84373,961120,205374,4056,232777,235177,8240,1408,22612,1444,22970,4107,85410,178,38,10,0
41765,6985,491732,3165,88326,875608,212377,4199,289944,289049,6287,2283,20507,2242,20191,5256,54552,426,23,7,0
42101,7295,487285,2750,82155,883803,186224,3313,273315,273111,8888,1571,18578,1582,18621,2997,49641,445,19,3,0
44638,7295,520355,3441,56257,935491,135932,2698,243035,243074,9560,2043,21004,2050,21228,449,36673,747,39,21,0
24632,3255,574920,2448,72828,899664,179801,2839,266332,266996,8375,3301,25367,3341,25266,987,34842,695,108,60,0
27020,5202,551370,3012,77006,904655,182856,3150,175590,173863,7075,2717,26943,2733,27164,986,35227,624,98,35,0
30868,5274,534465,3310,84662,913824,206543,8066,254383,258589,11953,2466,23389,2597,23122,938,65114,2,52,12,0
46897,7153,594927,5059,83235,909392,191818,2474,346053,344221,1021,3382,18583,3194,18626,4873,37691,141,37,23,0
32591,7251,523912,3416,66138,946282,163343,2564,326097,326593,896,2466,18809,2507,18773,2962,28535,161,48,23,0
35231,7916,463528,4300,72404,965400,173519,3091,300608,298159,1550,3291,22134,3376,22259,345,4311,0,96,78,0
30884,7136,410876,3662,130104,885836,416267,2339,148496,148882,266,3512,15563,3471,15390,273,3981,0,140,87,0
31206,7637,430988,5421,141186,884973,330562,3609,125492,125300,2660,3071,20950,3020,20929,273,3981,0,68,44,0
32497,8863,443765,5018,49557,572871,116832,5301,185223,184275,2705,3734,20811,3786,20985,271,4210,2,86,58,0
17616,7144,446587,5166,19623,112750,43676,1596,53462,53918,8108,2691,29221,2585,29163,438,4461,0,163,126,0
22697,7596,445539,5189,18795,122205,45502,149,19030,19544,2081,3179,23272,3240,23260,270,3981,0,169,138,0
29831,9248,401531,4389,21384,183083,48998,29,14562,14048,662,4566,21118,4527,21002,279,4014,0,61,16,0
32739,7646,385627,3722,19559,113397,44943,1217,39612,39643,2511,2413,20487,2429,20747,692,8074,1,59,30,0
27706,7623,376493,4279,18864,110414,44574,2193,53160,53129,4738,2883,20900,2967,20721,828,8319,0,67,62,0
45436,9682,403751,6339,23353,185180,52486,532,22586,22586,2070,3216,18645,3194,18494,649,7204,0,34,26,0
25919,6653,388518,4596,58478,484199,125508,121,13876,13875,1087,3321,20488,3240,20808,798,8508,0,157,90,0
33377,6721,397499,3215,78819,855428,208999,66,14397,14398,1511,3511,22293,3513,22122,592,6698,0,59,18,0
24977,6995,389329,4686,52454,642788,127693,45,13127,13127,1023,1573,19545,1558,19544,627,6698,0,119,87,0
30520,5195,392417,2702,80552,694523,196065,45,13540,13540,514,2636,23509,2672,23538,733,7905,0,80,22,0
37591,7129,382711,3365,84069,867058,219596,41,13131,13131,584,1938,20127,1881,19765,584,6698,0,64,35,0
18494,7419,377896,6027,112285,1225040,290511,86,16532,16532,1212,1696,18969,1739,19185,1164,10974,1,231,165,0
33689,8164,399203,5462,136763,912632,386397,48,12986,12986,140,3265,25891,3263,25844,769,7824,0,250,171,0
53779,7375,401197,2043,111890,903335,377988,465,27583,27811,2153,3111,24944,3130,24838,626,6567,0,98,40,0
49669,7930,395114,2259,64401,950805,176880,73,17429,17429,1074,1908,8417,1892,8809,679,6978,0,73,58,0
24730,6944,377839,4645,117951,915594,316651,48,17427,17427,1781,2906,11286,2970,11071,628,6944,0,234,143,0
20997,7955,408532,5247,91989,888790,242440,42,16279,16279,997,3482,22221,3423,22244,658,6821,0,269,178,0
27332,7834,393031,4565,81431,908708,206657,43,16309,16121,643,3121,24955,3091,24910,797,8280,0,219,148,0
31625,7296,390749,4294,93095,1013003,231935,46,16460,16648,421,2913,24247,2905,24212,775,8819,0,58,9,0
23647,7428,383280,4643,105503,907233,272456,98,19034,19034,1079,1826,20099,1852,20150,684,7382,0,161,138,0
36066,7351,385669,4194,79151,787463,188769,45,16648,16648,439,2750,22472,2732,22471,722,7545,0,200,164,0
24958,6988,380317,4149,15239,69810,27118,51,16656,16657,1018,1066,18552,1087,18591,634,6984,0,117,70,0
52524,7897,389459,2026,16724,164269,36816,45,16295,16295,425,3063,23266,3037,23036,667,6984,0,214,173,0
20835,6725,379060,4342,17059,61765,29747,66,18015,18015,477,1521,8969,1560,9164,680,7006,0,61,39,0
29434,6992,419041,3745,27126,213358,52121,61,18447,18447,581,3354,22270,3326,22132,751,8390,0,243,163,0
20886,7588,386941,4706,17636,159985,33102,114,22092,22092,1123,1734,15777,1730,15930,673,7159,0,99,71,0
23556,7848,387807,4750,37729,280407,72866,42,16662,16662,196,3742,19314,3832,19235,1231,11271,0,208,177,0
25841,8149,388275,4940,25469,242120,52269,44,17812,17812,444,4072,20928,4050,21080,638,6906,0,210,158,0
24114,7887,386879,4914,18763,97534,34465,79,20118,20118,648,3281,19141,3248,19113,643,6906,0,208,156,0
23508,8185,395116,5808,21563,203813,58192,48,16662,16662,196,2593,22082,2558,22099,825,8694,1,218,151,0
36812,9531,396855,5035,25264,221298,34746,46,16662,16662,1005,2905,26401,2899,26550,729,8009,0,253,169,0
22897,8224,399976,4653,16827,128715,35520,55,18932,18932,1262,3519,22045,3513,21819,712,7496,0,73,45,0
19747,8557,393204,5574,27862,180023,53881,42,17812,17812,205,2322,17982,2353,18009,643,6906,0,165,174,0
25574,9751,419340,5803,87248,878373,222425,46,17891,17891,237,3360,25886,3353,25991,728,8143,0,333,214,0
27908,8671,407578,5240,98889,880261,274023,43,16662,16662,1484,2182,28494,2171,28515,680,7484,0,223,197,0
32341,9502,394842,5246,125747,918716,419540,57,18013,18013,1011,2449,24173,2430,23790,629,6945,0,235,142,0
19309,8098,391453,6036,80010,891562,182511,70,19922,19922,1021,1646,23779,1666,24194,652,7457,0,229,181,0
19455,7837,406995,5434,97863,927099,272250,74,21389,21389,1834,2698,27054,2949,27007,680,7425,0,137,84,0
24867,7856,402377,4301,110684,883470,371272,46,16817,16817,845,4006,23812,3793,23761,648,6945,0,470,338,0
20173,7820,403108,5291,71717,621637,167959,43,16739,16739,479,4287,22722,4249,22588,641,6944,0,313,214,0
30990,8296,395127,4340,13906,60254,26267,44,17139,17139,359,3333,24389,3344,24494,640,6944,0,162,98,0
20296,7743,386382,5589,12842,53689,24285,42,16661,16661,193,2803,23179,2790,23224,784,8320,0,257,164,0
22576,8327,415910,5859,15675,95957,30821,45,16662,16662,617,2749,22456,2777,22255,1156,12043,0,62,17,0
34809,7491,399288,7049,24232,161024,55138,57,19152,19152,999,3003,25960,2982,26055,744,8453,0,285,194,0
23562,7314,395748,5318,15388,69841,36302,50,17812,17811,203,3248,21934,3272,21855,621,6906,0,214,144,0
18184,7844,391118,5220,14164,62374,33406,46,16741,16742,608,3037,22809,3080,22821,641,6939,0,321,231,0
22419,8377,395759,5539,14569,58759,34241,47,16401,16401,1825,3003,21252,2949,21413,609,6906,0,214,111,0
20642,8759,395489,5898,17938,97726,41000,42,16662,16662,1387,2903,21422,2901,21366,635,6904,0,297,180,0
36578,9020,394369,3688,19596,143547,44605,66,20261,20261,1087,2634,28815,2636,28999,625,6906,0,224,136,0
22558,8325,382444,4492,14240,72021,33562,67,21103,21103,990,3394,23993,3372,23580,713,7802,0,306,210,0
23052,5699,391491,3629,24970,172911,55810,47,16368,16368,938,1869,12289,1979,12501,604,7091,0,284,209,0
38055,8240,446313,4495,18619,107408,44526,53,17442,17442,813,5125,27088,5082,27343,651,6945,0,104,66,0
23789,6735,391819,4183,15993,70510,35829,59,20065,20065,1191,2876,25676,2814,25353,651,6978,0,271,170,0
32436,8736,391541,5214,15148,67271,35654,46,16672,16672,984,1918,19910,1969,19908,646,6945,0,137,50,0
37338,8199,388734,7265,17494,90954,40427,53,18859,18859,582,2826,22508,2768,22776,742,8145,0,156,79,0
32555,8509,385507,5147,14853,66767,35102,59,20086,20086,449,1706,24480,1738,24151,722,8600,0,189,134,0
31398,8685,385870,5508,15148,63215,35657,41,16672,16672,184,1413,27035,1387,27203,582,6419,0,114,67,0
32828,9450,378835,4776,15148,60355,35663,43,16662,16662,425,1048,24342,1029,24464,1030,10696,0,208,135,0
30921,8581,381046,5594,15285,61926,35998,42,16737,16737,433,585,22566,598,22582,690,7516,0,131,106,0
24669,7008,385583,4876,46993,372972,103120,50,16663,16663,615,423,23592,419,23466,689,7778,0,84,65,0
16361,7386,393756,5697,52570,638675,137491,62,20519,20519,630,1827,24477,1885,24340,653,6906,0,63,34,0
26846,8720,475078,5612,18176,85842,42501,55,18520,18520,403,2663,22727,3088,22892,748,8207,0,57,34,0
20170,7964,402773,5402,14483,60123,34058,59,21311,21311,513,4170,21940,3715,22105,628,6938,0,152,109,0
37354,8314,390083,4303,14555,60114,34251,41,16664,16664,975,4104,21335,4146,21135,666,7052,0,212,142,0
62822,8151,381203,1414,14555,60006,34249,45,15188,15188,1840,3181,26325,3140,26526,669,6905,0,346,215,0
34272,6193,373912,2998,25314,175506,56444,43,16663,16663,395,1810,20575,1770,20076,683,7487,0,232,160,0
17996,8334,381970,5609,14848,93622,34498,50,17134,17134,389,1151,7541,1153,7567,729,8145,0,413,213,0
20576,7372,391024,5200,16372,83341,38172,40,16662,16662,141,1742,12073,1789,12296,697,7753,0,129,60,0
51374,6075,392145,1621,15238,60267,35835,53,18639,18639,538,3135,25382,3101,25514,694,8103,0,24,12,0
44392,6837,377148,2062,15162,67273,35666,46,16662,16662,146,3093,23968,3123,23901,622,6945,0,242,198,0
34900,8119,394616,3203,16295,64799,38344,44,17812,17812,145,2026,10915,1991,10624,644,6944,0,366,253,0
16395,7285,388027,5083,31295,248016,67402,42,16663,16663,368,1406,11323,1401,11475,653,6945,0,324,195,0
23378,7399,389008,4464,52180,608625,135045,64,20721,20720,830,2108,13500,2160,13465,803,9311,0,285,183,0
35693,8845,388724,6155,22662,152879,51660,45,17812,17813,373,3683,22746,3783,23178,698,7327,0,38,4,0
17894,7660,389916,5706,15969,67644,37075,74,21423,21422,1330,3490,15757,3408,15635,691,7818,0,111,53,0
20249,8717,396094,5528,16140,94894,37850,47,16650,16650,564,5012,21549,4957,21122,733,7427,0,259,198,0
20624,8712,397248,5654,17966,90415,41643,43,16649,16649,371,3568,23191,3637,23399,679,6905,0,316,170,0
3771,1029,83687,518,11836,58196,23632,39,12825,12699,776,2498,12271,2599,12383,3024,57321,22,61,23,0
34707,6874,740435,5464,17081,130614,30608,542,28384,28384,2436,6206,27348,6223,27224,5120,56229,28,2992,3211,0
13080,3325,305773,1861,21684,223093,44178,129,29411,29411,3499,8239,36022,8290,36224,6091,48545,47,372,394,0
10642,2372,215302,1206,17036,134751,29454,29,15392,15392,2152,5637,25053,5568,24951,5840,60239,49,301,305,0
12557,2698,335781,1507,22089,296168,44090,49,18380,18487,2771,4608,24929,4588,24642,5437,62028,70,277,263,0
9195,1865,230160,709,14245,220974,26942,27,14503,15318,2041,4038,31114,3972,31766,4043,53358,96,400,476,0
8735,1691,175868,566,14495,123086,28593,38,17753,17752,1206,4281,28364,4260,27739,3918,56553,46,281,317,0
9161,1754,211352,652,15130,184777,27986,345,23806,22885,2462,4631,23774,4632,24080,3451,43927,95,246,311,0
9029,1763,167262,649,19596,132422,37880,40,14469,14469,1546,4381,28360,4363,28164,4902,96222,97,281,297,0
10034,1866,187503,669,13396,80063,25372,29,14469,14469,1490,4307,21326,4455,21652,4756,49122,205,266,301,0
11361,2303,221991,1179,14243,75759,26942,100,19302,19192,1962,5063,25415,5060,24985,6186,80751,68,362,368,0
11847,2182,228876,1547,26159,216461,52229,29,14429,14539,784,4364,23680,4310,23425,6646,95891,41,297,341,0
9321,1727,197581,678,13397,76507,25373,96,20865,20865,2828,4321,23724,4313,23722,7046,97639,20,361,451,0
234934,17595,2086041,10834,16589,156765,31712,393,24180,24408,2313,4397,24263,4363,24463,6981,101549,25,234,234,0
64472,4211,516507,2828,13324,86098,25197,48,19036,19036,2719,4314,25373,4324,25630,7415,106691,17,288,327,0
42360,3958,485928,3130,218478,1705104,426240,26,22549,22549,1679,4171,22615,4194,22363,3917,52319,104,226,290,0
31764,5134,466973,7779,22038,158504,42240,23,18956,19506,2349,6316,18607,6422,18515,23626,307752,243,253,267,0
50021,4110,471581,7663,16717,101998,32025,88,23295,22745,1774,2597,6671,2582,6837,7091,66564,62,307,337,0
33589,452,587037,3024,13467,62011,25547,24,19243,19243,1014,2377,5996,2340,5800,13638,135782,105,356,430,0
32152,900,1036759,3647,13911,63292,26380,35,20020,20020,426,3115,6626,3105,6626,6054,56901,84,315,338,0
31965,1091,1004746,3339,15697,106452,29946,64,24136,24136,1777,4582,12937,4600,12971,5082,48394,50,276,348,0
34595,431,958125,2145,12402,49050,24243,646,38943,38942,3250,3571,12559,3570,12561,6481,58623,39,302,201,0
30852,1284,921768,4018,11903,38873,21865,108,22208,22208,1013,3741,12414,3728,12553,6284,56086,99,147,145,0
61715,5992,924255,4572,22993,169203,53357,32,20593,20593,1686,2678,7764,2701,7605,6147,43710,92,43,33,0
31829,4984,623717,4305,20709,123430,45992,61,26237,26237,2079,2742,6465,2725,6543,5614,46338,77,6,2,0
5470,830,43449,49,15356,75751,37909,38,22328,23622,704,3150,6411,3184,6530,6300,43531,133,10,3,0
4984,745,51738,43,21042,120479,47550,46,24160,22866,1222,3555,7941,3542,7868,7581,70563,44,7,2,0
5837,910,73989,98,15356,67233,37017,28,20177,20177,1689,3173,9570,3127,9476,7461,86230,33,4,1,0
5048,764,39721,45,15356,64936,37017,31,19480,19480,1220,15251,72721,15306,72785,7989,84985,52,5,1,0
5048,754,38733,42,15355,62510,37017,22,18259,18259,1910,3196,8772,3181,8699,12034,133671,75,4,2,0
5712,834,66121,56,14987,69717,36281,51,21108,21108,2280,2116,5782,2056,5733,5651,45184,265,2,0,0
4937,737,38245,42,17722,84042,42757,32,20044,20044,954,1946,6582,1907,6663,6947,84414,112,0,0,0
5072,752,40755,48,18556,109627,44023,93,23375,23375,1348,1087,5159,1053,5066,6444,57434,162,40,31,0
5047,753,35458,42,15356,62531,37017,30,17475,18621,605,1070,5020,1091,5018,5356,77873,69,49,23,0
5024,751,41386,42,14986,66769,36285,26,17777,16907,812,1435,5303,1448,5306,6496,83099,83,22,18,0
6002,886,72444,80,15356,61477,37013,24,16041,15764,186,1455,5517,1454,5532,5831,45672,119,13,9,0
5739,843,65437,74,19104,106532,44379,24,16328,16328,1002,1683,6430,1716,6446,5229,35022,200,1,1,0
6022,896,57939,54,15357,67312,37020,47,20043,20044,1133,2300,7691,2285,7657,6900,58992,203,1,1,0
5048,744,44842,43,19825,109877,45960,25,17098,17097,1380,1424,5221,1414,5238,5771,37534,414,0,0,0
5048,753,44189,43,15329,60718,37720,34,16621,16621,628,1361,5104,1340,5112,7944,105610,34,0,0,0
5048,746,40467,47,15815,73570,36842,23,16620,16620,788,1394,5537,1401,5552,6780,78530,54,0,0,0
4961,743,38945,49,19119,107769,44293,24,16236,16038,396,1291,5642,1276,5603,5299,49593,189,0,0,0
5097,747,40457,41,15807,67113,37734,51,19874,20072,896,1163,4915,1182,4921,6534,43219,182,0,0,0
5724,839,66677,51,15330,62851,36848,42,18332,18332,789,1661,5375,1659,5361,5448,39494,195,0,0,0
4939,744,47566,47,17677,117921,42473,42,19679,19679,1304,1509,4898,1517,4899,5781,38745,184,0,0,0
5024,750,42634,42,15789,63421,36848,30,16620,16620,538,1487,5080,1470,5076,4456,33573,160,2,1,0
5048,750,39067,45,15489,80391,38156,22,16620,16620,193,1450,4618,1472,4628,8114,69260,144,4,2,0
5412,786,58098,64,16978,77035,39742,60,21572,21572,871,2359,6615,2373,6645,7162,67158,130,2,0,0
5113,765,51199,64,17397,100593,41081,26,17767,17767,446,1781,5835,1772,5859,7272,47194,202,3,1,0
6281,901,72899,105,18278,89653,43424,24,16620,16620,174,1517,4804,1509,4766,7452,86518,157,1551,1268,0
5048,746,35374,44,19665,109516,45622,41,19442,19442,869,1414,5304,1428,5283,5523,59868,128,54,61,0
4803,709,38054,40,16491,65197,39723,25,16770,16770,210,1613,5227,1604,5222,26690,233100,675,14,8,0
5783,825,62860,68,15425,69671,37116,26,17097,17097,178,1457,4913,1446,5003,19678,206141,417,9,4,0
5048,747,36735,43,16197,71801,39144,22,16256,16256,747,1347,4735,1351,4659,5825,121342,209,8,5,0
5024,748,47319,42,15343,61053,36924,52,21368,21368,1254,1938,5703,1955,5709,6882,58704,375,8,4,0
5327,772,58279,48,15343,60201,36956,32,16701,18890,512,1587,5587,1563,5575,4156,25675,284,6,1,0
5458,777,48393,55,18616,126997,43957,61,22916,20727,557,1763,6327,1789,6343,4392,30779,221,7,2,0
5096,758,36451,48,15820,80258,37838,26,17767,17767,1395,1378,5858,1354,5835,4722,36111,194,4,2,0
4701,745,41391,43,14347,61035,34496,26,17767,17767,816,1634,6161,1655,6280,12831,115623,356,2,0,0
5047,697,36872,40,15343,65749,36938,22,16699,17176,827,1916,6502,1907,6404,7009,53447,236,4,1,0
7261,1427,134673,411,15343,67655,36944,27,17246,16769,1222,1589,5160,1587,5171,6803,43146,221,2,1,0
17474,3874,517083,4070,18704,108895,43634,28,17696,17696,1099,1500,4704,1503,4712,8102,79229,110,2,0,0
6669,1064,88232,178,25419,147903,56908,51,19596,19596,609,1848,5530,1835,5583,7948,79620,109,5,2,0
5072,749,41772,44,15344,68114,36959,25,17097,17097,421,2419,8415,2455,8388,7782,52414,239,4,1,0
5023,751,40327,48,14197,60320,34154,24,16698,16698,203,2630,9805,2662,9807,27698,219417,553,1,0,0
5024,748,43079,42,17155,87241,40487,25,17479,17479,636,2596,6938,2544,6991,7547,64316,160,80,71,0
5024,803,46484,45,18510,86749,43718,48,21056,21056,1001,1414,5492,1414,5379,6404,38618,287,12,21,0
5375,747,47741,45,15343,60329,36944,36,19175,19954,609,1474,6193,1452,6181,6850,44696,236,5,3,0
5401,800,68138,62,16418,87571,39040,43,18581,17802,600,1102,5799,1096,5894,7404,64958,88,4,4,0
8071,1851,165611,702,17693,85492,42210,31,16621,16621,1588,1481,5647,1488,5593,7009,45882,207,2,2,0
5984,986,50163,109,15343,66234,36945,34,17302,17302,1659,1579,5743,1620,5764,8396,79890,99,6,1,0
5398,809,40188,49,14197,56186,34172,46,19233,19233,846,1956,8421,1959,8412,6383,52118,130,4,1,0
5048,746,43301,43,15424,63043,37125,25,17097,17097,419,1304,5289,1250,5347,7367,53909,181,2,1,0
16917,3671,433716,3168,18685,111986,43822,26,16620,16620,1188,1029,5655,1006,5541,6568,54017,149,3,1,0
10606,2172,187638,1200,16491,73881,39726,34,19204,19204,1241,1378,5962,1425,5990,7494,76768,130,5,1,0
5024,757,34864,46,20069,120889,46334,27,16620,16620,804,1553,4802,1576,4811,7027,63741,156,1,0,0
5024,750,42561,45,14745,61345,35206,24,16620,16620,808,2189,5576,2194,5586,7015,56796,149,0,0,0
5238,803,57546,78,15425,70065,37140,33,16621,16620,401,2423,6323,2446,6349,7122,44672,190,0,0,0
5376,800,49638,45,15343,61395,36944,53,20856,20857,672,1741,5593,1711,5606,7982,54241,217,3,1,0
4939,763,40385,53,15343,60130,36956,27,16697,16697,222,1423,5227,1374,5200,8456,90518,71,0,0,0
5193,793,59234,53,15343,62620,36944,57,21713,21713,884,1229,5842,1198,5866,7559,68562,145,0,0,0
5506,802,55839,49,17687,97096,41710,34,16329,16329,429,1016,5503,1058,5749,6288,48170,183,0,0,0
4961,748,41912,48,15343,67175,36944,26,16620,16620,605,1539,5202,1573,4927,6215,83862,49,2,2,0
5048,759,40561,42,15343,63870,36956,24,15475,15475,188,1630,5185,1618,5246,6278,61632,112,0,0,0
4697,705,41551,45,16492,73389,39727,24,16620,16620,191,1860,7521,1821,7434,9039,94250,71,0,0,0
7054,1302,124607,380,17172,100898,40564,29,17080,17080,219,849,6692,821,6705,7652,88497,74,0,0,0
17770,3895,441519,3386,17498,86134,41274,33,18824,18824,1031,1183,5476,1253,5445,7093,66925,44,0,1,0
6753,1062,85347,179,19726,111966,45991,25,15476,15476,1736,1826,5636,1813,5688,8558,92540,25,40,50,0
5010,743,39059,42,15422,67850,37143,24,15475,15934,804,1615,4842,1622,4795,8417,84734,34,14,6,0
5010,739,34386,44,15343,66747,36943,26,17079,16620,187,1505,4666,1511,4669,9104,92761,24,5,0,0
4789,716,33368,44,19107,101767,44359,22,16619,16619,551,1619,4732,1610,4840,7421,69050,43,5,3,0
4661,687,31605,40,15420,61924,37134,270,26267,26267,1517,1879,5894,1896,5800,5200,53530,115,3,1,0
5033,758,37434,45,15344,73112,36964,475,49513,51133,1360,1510,5181,1478,5202,6197,50905,178,0,0,0
6072,884,74256,67,20060,106218,47473,125,25557,23936,906,3383,9863,3434,9894,8849,58866,280,1,0,0
5035,766,37668,49,15342,69757,36943,46,27215,27215,778,1684,6065,1656,6021,8136,70477,178,3,1,0
5364,781,37681,49,15343,76907,36958,49,22616,22616,985,1598,5128,1592,5125,7108,47732,333,2,2,0
5374,815,36502,42,14197,79066,35060,27,17306,17306,643,1487,4864,1484,4848,7855,96936,79,0,0,0
5024,714,34175,42,14681,62349,36935,29,17852,17854,843,1461,5369,1455,5385,6726,112144,25,0,0,0
14964,2850,300563,2411,19558,114556,43081,25,16269,16269,624,1741,5939,1761,5981,5361,56608,217,0,0,0
25524,4447,357612,2316,21445,127912,52429,58,19683,19683,1120,1449,5392,1421,5347,7817,48488,249,0,0,0
3004,364,42856,45,112610,740686,339293,72,16957,16830,698,918,2975,865,3622,940,5860,5,6,9,0
17735,2759,349111,2099,129407,1155380,403144,1253,50214,50888,6949,6828,27580,6823,27129,3028,22181,44,66,36,0
4283,514,77823,143,70084,888697,166344,3253,92023,90839,8854,2495,8606,2427,8541,1904,14300,6,124,40,0
4079,432,82842,68,90646,916336,182272,793,26154,26664,3735,2196,9642,2211,9652,1912,15345,3,63,5,0
6649,875,140198,566,88655,901272,249036,71,18905,18899,1821,3049,13569,3097,14224,1799,14680,0,74,16,0
3582,338,132637,43,90041,901099,245985,155,22299,22305,3501,1826,11216,1739,10930,1553,12842,0,62,55,0
24685,2800,312423,1992,73714,897272,179422,48,18532,18532,1876,1475,7476,1474,7035,1416,12124,0,91,61,0
60664,4030,481846,3067,77083,863785,187042,57,20614,20614,2643,1600,5840,1628,5937,1686,13385,0,63,56,0
58299,3830,489677,2535,98229,916386,255770,47,18531,18531,2333,1634,9078,1615,9186,1710,13841,1,55,34,0
54494,3898,482531,2430,107337,842307,275099,38,17828,18305,2122,4215,34138,4161,34325,1493,12232,1,40,6,0
53376,3936,479592,2602,140427,929039,265344,1803,103003,104200,6188,1120,34282,1125,34265,1661,13759,1,31,6,0
40444,4736,471075,4901,282470,927061,461426,3718,279704,278526,7848,998,28016,980,27934,1901,15943,0,343,131,0
30412,1653,519073,4034,270836,970046,442172,3907,222172,223278,10788,1052,31082,1057,31210,1516,12505,0,54,31,0
30497,910,580804,3104,250401,988622,412470,3230,257162,257177,10048,2531,27449,2667,27392,1599,14058,0,53,24,0
29294,1176,542746,3181,289261,1074141,479411,3139,268764,267831,8334,5184,37847,5095,38062,1710,14904,0,70,55,0
26840,835,530147,2758,163007,1092773,381774,3371,171330,170280,7183,11829,38643,14740,38601,1571,14151,0,117,64,0
32072,1133,457321,3732,192798,1126109,353330,7576,145266,147616,12933,17810,33039,15204,32842,1504,14228,0,94,54,0
18886,3693,269563,2230,220019,1125918,398884,3828,233621,232744,1376,12650,26242,12387,25970,1629,14597,0,75,46,0
5115,776,57333,111,182474,1114117,336008,3025,229384,229597,598,2008,11468,1981,11413,4861,38775,270,109,70,0
5909,857,60018,57,178504,1048763,345041,2942,183553,182817,1641,1840,11788,1749,11671,2562,16377,35,144,109,0
17740,3225,258136,2843,180382,1036789,358957,2825,200927,201141,391,69,1343,72,1322,1678,12967,1,77,22,0
5483,943,71998,330,185892,1004585,443373,3319,116494,115381,6531,44,1152,45,1154,1474,12419,0,24,5,0
