Branch-instructions,Branch-misses,Bus-cycles,Cache-misses,Cache-references,CPU-cycles,Instructions,L1 dcache load misses, L1 dcache loads,L1 dcache stores,L1 icache load misses,LLC-load-misses, LLC-loads,LLC-store-misses,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-store-misses,iTLB-load-misses,class
6199,1577,202788,1090,21504,189136,45194,2198,137431,141165,3913,3048,10265,3084,10399,9438,72622,279,5,5,1
2945,384,27433,58,73422,727122,152404,2404,111481,108032,7009,3445,16642,3427,16300,6541,71822,128,36,23,1
4335,895,54180,400,14869,63791,34265,375,18447,19637,2286,18,879,16,1004,2791,60458,15,15,3,1
2957,337,25052,45,147843,707447,361001,512,23336,24524,2907,477,3559,614,4257,4119,47598,11,388,201,1
3821,619,55888,447,119568,792058,250413,388,17959,19147,2248,2541,14145,2457,13687,3067,61639,8,8,5,1
6254,1250,125287,1123,14391,65450,32909,360,17444,18884,2218,2770,11310,2872,11884,3742,45830,6,152,131,1
4757,1290,84358,640,23426,289056,53043,2667,133192,137149,3929,3320,17882,3261,17264,3017,62732,11,16,4,1
15595,3751,265168,2288,14383,62768,33313,871,26141,27333,2925,292,1554,289,1185,3280,36002,5,5,2,1
3790,1030,61262,501,22244,252675,50310,2310,139727,143066,4281,206,1342,201,1467,923,5733,4,15,3,1
13434,3399,227941,1887,14913,66554,34420,2521,149301,153372,3785,97,1336,95,1471,3237,20680,47,5,2,1
38492,3104,357957,2346,13732,62900,31582,375,18432,19620,2240,11,909,6,1032,3155,64539,15,20,3,1
27590,3773,371980,3077,25217,289483,57290,1617,48991,48168,6998,5,1568,8,1357,3397,37232,6,21,3,1
2957,335,25350,43,236945,1300557,545128,2547,153695,157202,3864,11,992,9,851,318,4061,0,4,2,1
5681,1602,127444,885,239531,1350047,553189,2227,116373,113196,7029,250,1563,247,1520,323,3731,0,19,3,1
5700,1686,115314,792,17676,92923,40221,2383,149662,153285,4376,11,1626,12,1425,2823,55507,22,7,2,1
4140,1209,77194,596,146488,710610,352109,3078,114332,111119,7734,255,1238,256,1363,4662,54368,5,16,3,1
3391,495,47532,126,100032,609952,210773,402,17460,18651,2144,484,3009,481,2841,939,5924,3,5,2,1
5167,1222,97210,730,147560,706838,364867,885,26394,27584,2857,18,1115,18,1043,3040,61945,18,3,6,1
3794,561,62696,118,109491,657666,234276,2878,67696,66874,9245,131,2132,136,1933,4924,53080,5,335,191,1
7549,1862,182513,1252,14260,64740,34248,363,17955,19151,2235,12,605,10,702,321,3764,0,0,0,1
2955,329,25994,50,12306,87273,27870,375,19807,34180,3994,1423,10340,1426,10485,744,7868,1,135,48,1
4088,990,113771,718,20076,101284,39361,2415,154190,157789,3306,1113,5579,1211,5565,639,7034,0,15,3,1
3568,524,45873,123,20293,235456,42679,834,25256,26447,2805,12,926,10,857,330,3765,0,8,2,1
5477,1624,129710,932,24000,196456,53671,2449,153058,156789,3396,2228,10794,2258,11038,3081,63767,14,17,3,1
26031,4688,363882,3747,14228,65212,33725,2400,139468,143262,3803,2438,15097,2430,14799,3032,63423,9,6,2,1
18838,5069,342608,3651,25930,275256,55765,2503,107442,104044,7093,61,1312,58,1395,623,7245,0,2,6,1
21835,4338,318108,3622,142669,708709,355765,893,26124,27311,2987,11,1710,14,1468,603,6440,0,34,33,1
2956,347,25858,47,110234,681872,227141,3296,72615,71794,9231,12,886,11,1052,492,5840,0,6,8,1
2275,299,53879,54,11836,75779,25443,344,18376,19566,2218,14,1336,14,1085,326,3732,0,36,29,1
36827,2926,353250,2257,142183,708426,355628,468,21398,22587,2758,103,1374,101,1310,343,3729,0,5,5,1
38722,3285,365864,2375,163511,1166892,364739,365,18359,19551,2272,486,2761,489,2602,227,3123,0,36,25,1
32641,5476,484857,3641,55217,524994,162667,452,20728,21919,2676,21,739,18,867,391,4232,1,6,6,1
2957,341,33396,40,146408,708557,360527,455,20901,22089,2790,9,713,12,781,384,5466,0,149,122,1
3328,381,31860,81,105016,627769,220351,2418,152431,156410,3443,172,1232,169,1312,254,3684,0,7,9,1
8238,1303,122807,1316,149341,710577,364117,3411,112165,108402,10043,15,1118,13,1040,927,5947,5,17,4,1
4214,1170,79082,600,99209,637379,207719,407,19354,20543,2493,2333,10028,2359,10174,931,5730,5,6,2,1
12237,3052,204563,1734,13755,92881,28672,4008,85196,84155,12096,2691,10452,2725,10744,980,5924,5,12,3,1
4972,560,78324,457,11095,73105,18217,2488,126285,129963,4473,2884,16706,2925,16541,4145,26295,185,5,3,1
3808,401,52903,67,19451,137602,40506,3579,146629,143337,10800,2169,10132,2198,10379,3011,64201,11,22,3,1
5254,786,47537,48,21671,167818,46010,2453,148760,152642,3885,2735,17048,2744,16727,3391,35732,8,7,2,1
2956,321,25279,44,46677,380343,100914,3989,126019,122471,10095,407,3167,549,3820,3107,62872,11,0,0,1
4632,660,36030,48,19246,127307,38359,61,15753,15626,824,391,2490,394,2439,3363,43124,7,27,6,1
3600,459,41620,33,15436,122952,29982,661,26050,25746,3963,2116,11057,2143,11284,2924,61782,11,18,5,1
5785,1454,113574,1129,17419,127124,37391,57,15742,16761,802,3201,16985,3169,16651,3779,40396,3,19,4,1
13278,3170,219866,1855,45460,362985,97882,689,25978,24624,3833,2233,10818,2269,10946,319,3731,0,6,2,1
5089,534,70481,383,21822,168386,46118,128,20334,20208,1272,2117,14450,2078,14090,1216,8706,1,19,4,1
2125,213,32163,35,46502,380926,100442,640,19087,18788,3225,10,708,8,834,2914,19536,47,5,2,1
37603,3141,362267,2370,16506,122792,36116,2326,147789,151060,3271,911,4938,1012,5007,942,5994,5,19,4,1
6035,1431,60933,529,46558,371724,99863,3422,115308,112374,9591,10,733,9,850,2938,19161,44,4,2,1
4565,677,36808,51,19866,154001,42485,326,17697,19138,2280,121,1384,120,1485,924,5599,3,18,3,1
10093,2118,166806,1200,52223,434976,110630,427,19113,20307,2678,1044,4832,1143,4890,330,3764,0,5,8,1
4857,715,36266,56,16752,119511,35650,384,17533,18973,2272,580,3158,718,4248,3867,26302,197,75,23,1
5799,1536,122678,767,46292,375113,99789,2402,153310,157311,3371,14435,77734,14348,77175,463,5114,0,0,0,1
37911,3147,360545,2324,19640,146446,41829,4181,123863,120160,11282,11,894,14,853,1848,11596,155,0,0,1
45979,3241,319312,2274,46688,354333,100601,106,20238,20111,1284,1167,5283,1216,5282,325,3764,0,5,7,1
5138,805,40247,49,14457,66809,34827,753,25631,25423,3807,2148,11170,2182,11462,1680,10592,135,56,30,1
2956,337,24525,45,17422,119874,37398,92,17932,17805,1088,2118,14388,2085,14058,512,5541,0,75,36,1
38965,3222,355282,2455,81338,788024,184502,445,17107,16526,2443,101,1394,100,1486,1619,8945,48,77,43,1
24994,3151,323444,2987,18794,184845,39232,57,12827,12699,955,449,2971,450,2816,1146,6162,13,4,6,1
38635,3160,357191,2451,244796,1384603,571934,425,26900,28087,2868,177,1350,172,1469,3881,22992,148,150,127,1
22701,3029,268841,2083,18720,176061,39051,53,12825,13620,664,2575,11942,2597,12176,1210,7382,8,5,8,1
36993,3085,357225,2404,147917,702958,360882,875,24619,23487,3732,2604,15241,2572,14903,4269,29350,150,147,120,1
27919,3949,365512,2716,24705,203409,55496,57,12989,12861,549,9,894,7,820,6022,97176,13,7,6,1
32305,3079,358784,2630,50193,443952,107207,1162,29168,29074,3946,8,1118,9,948,326,3797,0,8,6,1
36548,4826,472478,3566,17429,116513,37393,43,12826,13621,674,206,1042,257,1428,2958,62382,18,4,9,1
2882,338,24918,49,55534,537462,122055,604,18362,17319,2982,1067,4461,1083,4201,3673,39683,6,9,7,1
4736,732,34942,46,11762,47353,21711,55,12568,12441,711,2214,10194,2242,10432,416,4943,0,5,6,1
3822,1012,62960,486,26094,312684,54141,751,20211,20541,3611,2407,15230,2376,14887,440,6473,0,16,3,1
6039,1430,108459,1047,14492,66865,34074,377,18383,19575,2222,2364,9861,2385,10133,923,5814,4,7,8,1
19099,4727,354311,3193,44869,536151,103870,380,17689,18882,2211,2035,14420,2009,14039,2971,19511,53,38,24,1
2957,343,25661,54,14466,66162,34883,492,21091,22533,2763,2459,10801,2491,11116,324,3709,0,0,0,1
5747,1526,121478,779,33903,397356,72631,377,17779,18970,2315,4514,22961,5712,23443,243,3387,0,0,0,1
3004,353,26302,57,13807,60866,32109,3265,77037,76212,9130,2351,11348,2377,11547,453,4906,0,0,0,1
6659,1631,144608,882,28042,324883,60350,2252,67868,67868,7899,2490,15088,2456,14727,302,4086,0,0,0,1
5548,806,81781,555,14540,69211,36905,420,18679,18886,2240,16,973,10,1074,311,3732,0,6,6,1
6136,1496,124265,742,27395,283468,56341,2465,154032,158013,4041,420,3637,592,4352,245,3420,0,41,26,1
4580,650,33324,48,13763,69987,25784,4043,121409,117874,10462,1829,12287,1696,11725,310,3732,0,4,6,1
6155,1590,126486,789,29528,339035,62402,2380,142334,145904,4416,2268,10195,2295,10422,571,6945,0,34,30,1
2956,341,26516,52,14568,62584,34130,3683,131042,127880,9719,2053,14480,2024,14114,316,3731,0,0,0,1
5943,1549,125204,779,30351,377067,70084,430,20166,21356,2720,9,732,8,846,247,3420,0,3,6,1
4574,643,33483,53,148659,707449,358979,2333,144520,147881,4283,2272,10925,2307,11168,323,3732,0,42,26,1
7240,1884,137635,809,149854,708335,364682,3707,128100,125057,10207,3081,17324,3117,17149,308,3732,0,25,6,1
37865,3187,356937,2321,95659,595168,198967,349,17771,18960,2177,365,2529,366,2445,240,3717,0,0,0,1
30394,5055,436282,3644,16584,86080,38654,2325,146494,150292,4049,23,1335,28,1168,307,3731,0,7,7,1
3006,355,26407,52,19838,216240,40970,2297,106963,103605,6856,292,2696,429,3338,376,4403,0,5,9,1
5368,1363,129319,797,146568,730811,361720,69,12898,13692,658,1734,11486,1631,11060,275,3637,0,0,0,1
38852,3152,357499,2431,116343,713006,242545,40,13344,13215,535,436,3685,573,4402,315,3731,0,0,0,1
32684,5915,508813,4393,16750,123416,36266,750,29935,29935,2230,2618,16248,2544,15727,333,3764,0,0,0,1
4710,706,34962,48,92351,856277,223975,56,12823,12696,496,426,3221,591,3921,245,3420,0,0,0,1
5570,1358,112944,612,11833,47391,21887,434,21422,21422,1735,328,2636,459,3320,944,5833,4,0,0,1
4441,644,34669,50,30449,286054,64389,43,15741,15614,617,1707,11902,1610,11386,2670,18040,41,15,3,1
4512,914,90676,434,145675,702659,358051,25,13116,13576,1188,2304,10324,2325,10527,929,5616,1,6,2,1
2877,324,25121,47,111141,661097,232243,2438,151562,155299,3384,3272,17301,3247,16937,4118,25835,142,16,3,1
5183,1399,126691,823,14415,64500,34351,2724,102901,99392,7486,2307,10517,2338,10739,1701,11093,8,6,2,1
4236,603,32036,50,11720,83870,26377,52,15676,16691,819,2826,16361,2798,15995,4221,25686,139,18,3,1
5042,1216,107351,592,14490,65213,34031,63,15307,15180,836,2191,11129,2211,11388,1221,7370,6,5,2,1
6959,1749,140357,1165,14476,64676,34079,400,21525,21400,1137,2846,16947,2813,16548,4205,25534,149,14,3,1
16904,4517,327494,2914,18216,192063,39469,491,25479,26713,1693,145,1580,143,1734,2857,58086,13,7,2,1
39077,3242,358483,2431,17424,125287,37391,32,15472,14331,1402,18,2036,17,1794,3773,42760,5,18,3,1
4627,489,62511,403,16691,83312,31641,48,11905,12699,809,2246,10411,2274,10537,337,3868,0,10,2,1
8146,2188,201635,1894,170520,1421571,500082,71,12568,12440,737,1711,26189,1676,27332,556,7462,0,272,222,1
15181,3466,297707,2245,18666,148025,40057,65,12826,13620,653,520,23421,543,22179,326,3731,0,172,138,1
5578,754,47499,60,13191,79050,27319,784,26160,25239,4015,498,3436,652,4139,3011,19257,105,0,0,1
5253,741,49995,67,23655,250263,48172,406,20333,20205,1173,3205,15789,3097,15261,1009,10463,0,0,1,1
4950,736,43285,75,11763,47182,21712,872,25949,25949,3680,116,1262,113,1359,5419,52650,27,0,0,1
3209,381,30628,32,30850,368301,64714,67,12827,12698,614,344,2094,344,2199,920,5809,7,0,0,1
3872,461,46961,143,16774,117474,36199,1187,32707,32707,3641,1096,5185,1190,5275,4215,27652,159,0,0,1
2956,346,26797,36,15506,94671,30213,398,20487,20360,1017,17,761,14,875,3747,23269,44,0,0,1
2981,360,25466,51,23266,254511,47983,1348,29311,28857,4151,6,1336,7,1157,3078,64800,12,0,1,1
4552,585,40808,47,148338,707982,363283,55,15693,15565,854,63,1122,60,1093,3237,53353,4,5,5,1
3829,1049,64082,475,148180,1172264,335143,2096,76283,76132,7937,205,1385,202,1511,1203,7254,6,36,25,1
60956,6176,670328,4385,54304,504954,162245,65,12828,12700,484,1060,5690,1100,5659,2755,19435,42,0,0,1
2761,344,31082,31,11761,50264,23456,1234,33039,32632,4423,8,625,9,710,333,3732,0,0,1,1
2981,347,33223,47,16934,117857,36503,472,24201,24073,1608,520,3491,615,3492,645,7523,0,0,1,1
4023,1094,88355,502,46181,375348,99400,1290,28319,27787,4094,107,1509,108,1505,622,6875,0,0,0,1
2773,333,32010,52,11866,48063,21712,86,20232,21252,1449,4010,21915,4196,22706,320,3731,0,0,0,1
3796,1110,83021,488,20817,154245,44271,1307,31771,29903,4465,11,901,9,1026,611,6840,0,9,10,1
6100,1314,129760,1307,16524,118199,36197,2435,140938,144494,3754,15,604,15,695,842,10128,0,18,2,1
4169,1151,86941,503,17168,121660,36994,5378,142686,139438,11424,206,1219,203,1501,564,6747,0,16,6,1
2748,332,32309,49,143873,705458,361267,488,22448,23639,2883,1356,6252,1508,6064,920,5940,3,0,0,1
60172,6078,633651,4080,162251,1238516,363725,2212,60074,59254,7388,222,1544,221,1474,2959,19639,51,0,0,1
4171,1163,91467,508,73100,601107,228610,430,19764,19581,2266,35,1567,41,1357,3206,63423,17,9,9,1
3296,445,60759,91,144840,707333,355937,4200,83099,82526,10955,10,858,7,944,3124,64998,16,0,0,1
34439,2887,356153,2562,111442,728572,228665,2535,122199,125330,4513,2723,12192,2752,12463,4492,47102,4,26,5,1
48778,9233,616596,5872,148789,709864,363506,5002,155397,152026,9171,3193,16089,3162,15642,2959,63095,10,0,0,1
27872,4798,290821,2594,99311,609795,205810,2452,152849,156058,3426,62,1171,60,1298,1131,6823,6,0,0,1
2956,324,32391,41,19123,165837,40018,6050,149221,146487,12697,2412,9922,2440,10174,2736,18218,54,0,0,1
4515,618,33398,31,234607,1362530,551032,2353,149123,152735,3077,3505,18335,3475,17963,1216,8600,5,1,0,1
3796,1011,62481,502,19505,238086,43585,5203,131216,127990,11097,10,1066,99,1163,901,5530,4,0,0,1
2956,339,26196,43,11763,61081,21711,368,17617,18808,2255,138,1945,50,1765,3139,63481,20,0,0,1
5023,1389,164195,1525,23772,244869,49216,3966,73343,96583,11561,2734,11179,2778,11392,7628,62809,467,0,0,1
3851,1021,59228,489,19076,183058,39631,2434,135246,138557,3815,3666,19076,3619,18711,4893,34720,357,0,1,1
4645,647,35742,47,239390,1332594,547555,40,15675,16692,842,17,917,14,1067,934,5809,5,0,0,1
7265,1743,130684,743,11904,65055,22854,370,18372,19564,2282,195,2344,197,2115,2905,19280,43,0,0,1
4775,678,35408,29,18784,179345,39279,3690,76541,75783,10003,275,2616,407,3367,3044,62429,13,0,0,1
9254,2336,166844,1030,19877,184678,41317,377,21347,22141,1262,10,918,10,1038,3505,39236,3,0,0,1
3753,464,46880,74,129582,708221,334391,173,17817,18611,1235,1031,4693,1075,4663,311,3895,0,0,0,1
3852,1032,87697,485,250527,1481638,579505,67,18403,18276,1212,2603,12086,2647,12294,216,3056,0,0,0,1
15822,3690,319318,2301,23060,255053,47844,32,21241,21241,1325,3243,17684,3196,17358,330,3765,0,0,0,1
6962,1823,146545,931,13934,63081,26963,2332,149037,152144,3378,13,690,8,821,5170,90665,14,0,0,1
4672,702,36010,48,141553,709360,350151,2418,101334,98568,7531,19,1284,24,1083,1191,8520,5,0,0,1
5423,749,55074,93,20319,164839,43853,70,14745,14618,915,106,1331,100,1427,1032,6193,6,0,0,1
5618,1448,116345,729,16618,118311,36345,399,21173,21046,1327,26,1279,32,1107,1236,8513,6,0,0,1
36107,3570,364642,88,143630,709641,355228,922,21273,20749,2414,20,800,18,742,480,6447,0,0,0,1
26806,3504,385592,853,123094,947978,263095,333,17450,18891,2159,280,2062,283,1902,265,3717,0,0,0,1
39579,3838,363502,25,103674,902787,251634,2459,144307,147425,3728,665,2365,665,2375,336,4062,0,0,0,1
8479,2394,201525,1156,147530,708824,360763,5977,153906,150907,13890,2405,9979,2441,10228,548,6917,0,0,0,1
2749,321,30866,43,153304,1164650,355512,2885,53847,54150,8128,2139,15005,2099,14646,499,5707,0,0,0,1
2959,335,26033,50,64239,532900,206038,73,19198,19549,1209,11,756,11,843,343,3935,0,0,0,1
38096,2939,356467,2413,11761,50272,21719,397,20365,21555,2699,1262,5690,1276,5576,763,8624,0,0,0,1
25016,3264,305979,2406,9306,70126,17542,2411,152365,155743,4045,338,2540,337,2402,481,5679,0,0,0,1
2981,338,25281,30,16511,117773,36182,5423,136330,133394,12728,38,1400,41,1227,335,4641,0,26,0,1
2412,235,35438,27,91788,817199,225884,2984,91222,91499,10277,83,1402,79,1512,340,3732,0,0,0,1
12123,3229,317216,2397,17267,100204,38977,465,24848,24721,1919,60,1044,56,1156,463,6048,0,21,4,1
24430,3784,361513,2579,16385,98086,41443,549,23034,22907,1878,9,1070,8,1029,326,3764,0,0,0,1
38475,6289,403477,5912,14051,89607,28527,49,12902,12775,927,36,1599,41,1360,330,3731,0,13,2,1
5092,786,39069,65,13406,74204,27881,42,11921,11794,851,318,2248,318,2276,2910,61955,13,18,2,1
7798,1589,130389,901,32434,292721,69431,55,11905,11777,795,8,803,7,733,4129,46212,5,7,5,1
5442,844,57819,83,42614,442271,134109,382,17195,18385,2261,15,932,13,1045,940,5825,1,18,7,1
37057,3814,355946,138,149672,709420,365446,3525,81160,80147,10608,16,2174,166,3116,2701,18127,50,0,0,1
3084,338,26721,50,99779,616516,210197,55,12896,12769,551,25,949,25,1048,434,4907,0,0,0,1
2981,355,25739,30,16434,121366,35988,749,29693,29693,2499,394,3490,536,4028,3179,63759,15,0,0,1
10263,2005,198320,2036,83944,832880,194324,49,12491,12364,692,353,2252,353,2367,3631,39419,18,305,151,1
14496,3054,246054,2023,11760,47328,22782,2618,131214,135735,4377,20,1044,23,1010,412,4611,0,0,0,1
6200,1340,126939,979,25714,296007,52678,3092,129652,126860,8073,3714,21313,3709,21187,3064,64965,13,140,38,1
4750,737,34897,49,25104,198148,56030,58,13003,12876,553,44,1073,22,1103,1056,6486,3,0,0,1
4523,952,56966,410,19109,174235,39865,343,17941,19131,2209,22,978,17,1076,3128,22966,40,103,51,1
12607,2674,195479,2088,11762,63095,21711,58,15127,15441,1031,408,3157,556,3946,4381,28363,96,0,1,1
7087,2149,142899,1206,20278,204002,42687,970,30072,29263,4047,297,1461,295,1569,927,5666,2,39,38,1
3054,334,25668,44,239705,1384929,561196,2432,148581,152020,3402,4374,20284,4445,21022,4554,31649,145,0,1,1
4606,679,34439,45,11760,47389,21711,2429,152052,164352,4126,26,993,27,1026,1265,8989,4,121,50,1
8473,1405,151674,1234,16213,122844,30420,6361,151185,139362,12263,4194,21666,4285,21780,4326,30905,138,0,1,1
3735,453,45209,89,10843,56805,19966,2483,144956,148335,3904,3728,22606,3721,22655,4100,25924,45,189,78,1
2857,345,25895,43,11280,58923,20800,3014,117604,114584,7165,421,3306,575,4016,1063,5512,4,0,0,1
37125,3197,357598,2506,17087,121308,36776,429,23300,23173,1670,15,909,16,980,4584,30636,147,260,139,1
46025,9018,597810,5797,46971,376155,100742,447,23090,22852,1580,3998,21809,3992,21841,3764,22401,33,6,7,1
27859,5022,317106,3003,17432,120325,37458,61,18955,19065,872,16,1340,15,1304,321,3869,0,483,263,1
4716,764,37243,56,47318,378920,101738,22,11290,11290,346,176,1653,176,1481,3430,34722,19,23,4,1
5514,864,82054,505,18416,158106,39878,50,12933,12806,495,14,792,10,877,946,5694,1,3,3,1
59630,5861,685570,4562,46424,373716,99315,2392,131876,135094,4431,657,3418,656,3235,319,3700,0,6,6,1
60619,5907,697571,4541,15125,89957,28459,2881,121139,118358,7385,110,1595,111,1704,348,4905,0,523,284,1
3350,431,32713,73,8724,65774,17454,2362,150449,153495,3232,316,2749,455,3439,489,6333,0,14,4,1
10069,1923,186159,1093,19553,116630,38861,3428,148296,145752,9805,1786,12138,1675,11615,1075,6234,3,410,180,1
36264,3055,353126,2376,11759,50670,23456,2384,142084,145565,3368,7,1041,5,767,1008,6113,5,20,3,1
29260,3651,347652,3012,141583,709467,349966,3480,180000,176588,9652,170,1169,171,1289,341,3970,0,23,3,1
38605,3180,356159,2397,11758,46690,22544,362,17711,19149,2243,11,1022,8,980,325,3566,0,0,0,1
3829,1028,61173,489,28769,227404,57275,1704,49411,48343,6962,8,902,8,1004,1041,6272,10,11,3,1
15419,3722,270604,2529,11763,45984,21713,2446,150693,154336,3341,198,1946,200,1751,1013,6244,3,0,0,1
4658,732,37662,27,66655,386943,131005,3411,132515,129997,10779,253,1206,251,1292,314,3764,0,0,0,1
4695,681,36235,52,144275,716862,351803,2399,148588,152228,3911,255,1616,68,1235,529,7081,0,0,0,1
6748,1133,93084,487,16501,114616,35711,3524,119841,116702,8635,11,753,8,865,333,4680,0,0,0,1
3889,435,35485,75,48816,420256,104386,365,16816,18253,2120,23,586,21,683,289,3434,0,305,170,1
2981,351,25218,47,14452,61144,33371,2428,151490,155138,3564,258,1467,259,1296,1009,6062,5,0,0,1
5372,768,81663,486,16891,80057,32120,5432,136230,133000,11837,13,713,11,831,319,3731,0,286,151,1
4709,774,52886,130,16513,113334,35706,54,15779,15652,638,1832,7192,1933,7115,1380,7977,6,6,7,1
2956,361,26506,30,46075,370734,99357,805,27639,27022,4030,2369,10424,2400,10651,452,5367,0,301,166,1
6145,774,93965,608,151302,699736,368440,397,19497,20687,2421,2748,16689,2798,16609,1037,6108,2,22,3,1
3532,499,40865,109,143401,707053,357138,458,20163,21355,2669,2743,12218,2786,12487,359,4097,0,416,229,1
5814,1475,114046,1125,114288,695327,233642,51,15530,15402,813,2535,14845,2494,14412,1747,24553,0,17,5,1
15433,3221,257960,2560,145375,705267,356053,593,26627,26628,4015,20,1464,20,1397,963,5751,2,4,10,1
40562,9675,364583,4878,131491,727817,332101,336,17644,18836,2207,1806,5702,1966,6326,2981,60021,43,12,7,1
58184,10201,541119,4001,164010,1052537,343854,2646,70992,70166,9461,4895,21574,4906,21077,5511,66252,26,33,24,1
43974,8587,555448,4172,104302,666792,184865,1435,45637,45637,5756,3511,11153,3446,11108,1877,12147,6,9,1,1
2957,340,25234,28,28278,196685,57032,2843,137199,141856,3998,348,2644,474,3440,411,4875,0,20,12,1
9985,1778,155883,949,29708,259510,59784,4031,212213,208706,12440,4065,20977,4051,20677,333,4575,0,3,5,1
7141,1296,105634,537,55162,390709,107399,2139,65219,64498,6247,2338,10983,2384,11096,1865,14310,28,0,0,1
36809,3239,357255,2417,21273,161952,44796,1249,38131,39320,5577,4949,25308,5091,25183,3199,62113,15,3,3,1
39060,4849,497709,3154,77579,733281,168719,2538,62644,61825,8455,1648,11428,1450,11165,4907,59063,73,25,8,1
7322,1527,104813,609,35390,342858,73577,1080,28486,29676,2775,2949,11582,3034,11842,3414,25191,44,15,3,1
37333,2953,357786,2360,14379,64824,33374,3451,81091,80269,11503,4702,22545,4641,22172,2818,60102,16,96,87,1
41362,5036,524710,3141,38040,338899,84564,4607,238551,241048,9494,2350,14156,2379,14802,5030,58455,24,28,10,1
6329,1259,95746,594,63476,398597,120966,2659,156248,153986,11321,38,1329,14,1335,1710,11155,5,3,6,1
2956,349,27641,51,150426,710388,366806,1349,38525,39713,2375,946,6850,948,7260,3125,62392,12,47,30,1
18102,3363,280456,1999,139009,947220,306081,2664,69979,69159,10290,1258,10892,1259,10321,4426,52424,23,21,5,1
36504,3216,356530,2396,118777,597824,203996,1478,44700,44698,5370,199,1332,195,1460,2439,15467,8,3,8,1
47964,6120,648108,3865,33298,288264,72018,434,21148,21041,2647,1049,7251,1053,7562,1221,12444,8,24,3,1
38247,3171,356209,2456,69120,632424,150625,4803,99270,98774,11973,1103,11796,1105,11294,3064,21353,50,29,15,1
43948,6110,629070,4388,42831,355060,89979,866,35982,35907,4930,312,3255,460,3463,1954,16934,7,5,5,1
35068,2820,356228,2654,21890,155880,44002,1049,28173,29610,2742,4172,20669,4126,20130,598,10632,0,6,6,1
40400,4445,493978,3023,26017,251897,52716,5718,109365,108297,13008,2804,12100,2787,12122,671,8184,0,57,27,1
10919,2321,176590,1225,85910,559943,165484,944,40478,40477,6135,15,812,10,900,1818,13997,27,34,23,1
3138,378,48300,47,147505,708922,364472,1091,27870,29061,2757,1212,6846,1218,6759,2815,61740,20,1,0,1
14432,2665,278090,1790,180332,948422,362877,3181,75838,75016,9756,2265,17551,2264,17490,4341,55184,23,4,6,1
4049,508,72261,113,64682,433110,117051,1517,44995,44994,5019,345,3038,480,3450,1510,9744,9,38,24,1
14055,2693,257709,1482,139541,707311,345662,2377,141904,144685,3430,4434,21536,4426,21259,1262,7364,9,11,3,1
5869,1359,102263,1022,188505,955414,376901,3453,190020,187296,11599,2302,10110,2338,10316,2662,19385,71,26,13,1
20412,4755,398944,3344,68721,479692,131111,1654,62110,63317,6703,3969,23000,4089,22853,2761,26745,18,21,11,1
9725,2415,177885,1230,120678,712815,317213,339,17954,19145,2252,3308,16378,3296,16849,2640,60369,7,20,11,1
34403,2809,356427,2607,180169,993746,373209,3644,81619,80796,10162,3839,23412,3928,23946,4239,53424,19,23,11,1
45057,5360,567007,3703,104093,549661,178699,2581,65903,65902,6922,5401,25295,5423,24837,2251,14729,10,0,0,1
6722,1369,98949,619,138401,707746,345014,871,30591,31781,4312,1787,8785,1962,10052,935,5577,2,77,21,1
3975,998,60083,479,168000,1101280,357990,4769,100203,99378,12803,3544,20273,3483,19178,2570,19005,46,19,4,1
18177,4501,355029,2777,106365,558357,185387,837,34710,34710,5052,923,3285,931,3411,1911,17140,18,22,12,1
9508,2461,166760,1255,143768,714774,356096,353,17455,18645,2256,2703,21160,2701,20964,892,5645,3,10,9,1
36382,3243,355581,2455,183946,952898,377684,4857,106646,105822,12068,1857,6504,2096,7290,2686,19417,51,3,5,1
41265,4983,544580,3350,71103,482023,123103,936,40111,40112,5954,4441,21468,4341,20857,2705,25653,9,46,25,1
21708,1277,108145,588,153166,722535,368777,487,21245,22686,2744,3825,23667,4025,24691,1753,11288,2,10,10,1
37380,3196,357477,2543,163450,951164,348810,2489,67612,66542,10104,3842,22554,3643,21434,2786,58676,21,2,5,1
39970,4993,522434,3430,92878,543203,159484,1403,40115,40112,5213,248,2332,254,2631,5154,60817,27,42,31,1
17053,1250,105461,596,138218,710350,345600,1117,27232,28424,2838,2427,18424,2431,18105,1766,11789,8,10,10,1
38683,3285,356846,2515,184486,943277,378612,3144,77233,76412,10072,36,1995,1332,5629,2863,60342,17,4,9,1
38686,4710,492490,3050,77054,489042,133073,1625,45924,45921,5815,2549,18336,1252,14486,4260,52044,24,16,3,1
6634,1331,97364,609,149129,711460,366496,108,17752,17625,1140,502,3863,686,4474,2337,16133,9,26,16,1
2945,340,25882,29,167824,960473,356697,1614,44510,45125,6551,2281,15644,2581,15135,2870,62125,18,4,5,1
16225,3245,288455,2024,92184,606759,157811,2682,77445,76830,6898,978,3570,980,3531,4437,55439,19,16,4,1
3712,1027,62889,505,139352,711141,349605,66,12828,13621,695,1568,16287,1665,17051,2385,16576,10,28,15,1
20270,4781,382089,3242,133521,982813,308488,2653,64565,63644,8065,587,3709,748,4379,1237,7299,6,4,5,1
10341,2797,207199,1043,135547,655233,224857,1638,70694,70694,7698,3095,15512,3274,15063,4829,38840,175,12,6,1
